nanoseconds,logic,logic
166416,1,1
166500,1,1
166583,1,1
166666,1,1
166750,1,1
166833,1,0
166916,1,0
167000,1,0
167083,1,0
167166,1,0
167250,1,0
167333,1,0
167416,1,0
167500,1,0
167583,1,0
167666,1,0
167750,1,0
167833,1,0
167916,1,0
168000,1,0
168083,1,0
168166,1,0
168250,1,0
168333,1,0
168416,1,0
168500,1,0
168583,1,0
168666,1,0
168750,1,0
168833,1,0
168916,1,0
169000,1,0
169083,1,0
169166,1,0
169250,1,0
169333,1,0
169416,1,0
169500,1,0
169583,1,0
169666,1,0
169750,1,0
169833,1,0
169916,1,0
170000,1,0
170083,1,0
170166,1,0
170250,1,0
170333,1,0
170416,1,0
170500,1,0
170583,1,0
170666,1,0
170750,1,0
170833,1,0
170916,1,0
171000,1,0
171083,1,0
171166,1,0
171250,1,0
171333,1,0
171416,1,0
171500,1,0
171583,1,0
171666,1,0
171750,1,0
171833,1,1
171916,1,1
172000,1,1
172083,1,1
172166,1,1
172250,1,1
172333,1,1
172416,1,1
172500,1,1
172583,1,1
172666,1,1
172750,1,1
172833,1,1
172916,1,1
173000,1,1
173083,1,1
173166,1,1
173250,1,1
173333,1,1
173416,1,1
173500,1,1
173583,1,1
173666,1,1
173750,1,1
173833,1,1
173916,1,1
174000,1,1
174083,1,1
174166,1,1
174250,1,1
174333,1,1
174416,1,1
174500,1,1
174583,1,1
174666,1,1
174750,1,1
174833,1,1
174916,1,1
175000,1,1
175083,1,1
175166,1,1
175250,1,1
175333,1,1
175416,1,1
175500,1,1
175583,1,1
175666,1,1
175750,1,1
175833,1,1
175916,1,1
176000,1,1
176083,1,1
176166,1,1
176250,1,1
176333,1,1
176416,1,1
176500,1,1
176583,1,1
176666,1,1
176750,1,1
176833,1,0
176916,1,0
177000,1,0
177083,1,0
177166,0,0
177250,0,0
177333,0,0
177416,0,0
177500,0,0
177583,0,0
177666,0,0
177750,0,0
177833,0,0
177916,0,0
178000,0,0
178083,0,0
178166,0,0
178250,0,0
178333,0,0
178416,0,0
178500,0,0
178583,0,0
178666,0,0
178750,0,0
178833,0,0
178916,0,0
179000,0,0
179083,0,0
179166,0,0
179250,0,0
179333,0,0
179416,0,0
179500,0,0
179583,0,0
179666,0,0
179750,0,0
179833,0,0
179916,0,0
180000,0,0
180083,0,0
180166,0,0
180250,0,0
180333,0,0
180416,0,0
180500,0,0
180583,0,0
180666,0,0
180750,0,0
180833,0,0
180916,0,0
181000,0,0
181083,0,0
181166,0,0
181250,0,0
181333,0,0
181416,0,0
181500,0,0
181583,0,0
181666,0,0
181750,0,0
181833,0,1
181916,0,1
182000,0,1
182083,0,1
182166,0,1
182250,0,1
182333,0,1
182416,0,1
182500,0,1
182583,0,1
182666,0,1
182750,0,1
182833,0,1
182916,0,1
183000,0,1
183083,0,1
183166,0,1
183250,0,1
183333,0,1
183416,0,1
183500,0,1
183583,0,1
183666,0,1
183750,0,1
183833,0,1
183916,0,1
184000,0,1
184083,0,1
184166,0,1
184250,0,1
184333,0,1
184416,0,1
184500,0,1
184583,0,1
184666,0,1
184750,0,1
184833,0,1
184916,0,1
185000,0,1
185083,0,1
185166,0,1
185250,0,1
185333,0,1
185416,0,1
185500,0,1
185583,0,1
185666,0,1
185750,0,1
185833,0,1
185916,0,1
186000,0,1
186083,0,1
186166,0,1
186250,0,1
186333,0,1
186416,0,1
186500,0,1
186583,0,1
186666,0,1
186750,0,0
186833,0,0
186916,0,0
187000,0,0
187083,0,0
187166,0,0
187250,1,0
187333,1,0
187416,1,0
187500,1,0
187583,1,0
187666,1,0
187750,1,0
187833,1,0
187916,1,0
188000,1,0
188083,1,0
188166,1,0
188250,1,0
188333,1,0
188416,1,0
188500,1,0
188583,1,0
188666,1,0
188750,1,0
188833,1,0
188916,1,0
189000,1,0
189083,1,0
189166,1,0
189250,1,0
189333,1,0
189416,1,0
189500,1,0
189583,1,0
189666,1,0
189750,1,0
189833,1,0
189916,1,0
190000,1,0
190083,1,0
190166,1,0
190250,1,0
190333,1,0
190416,1,0
190500,1,0
190583,1,0
190666,1,0
190750,1,0
190833,1,0
190916,1,0
191000,1,0
191083,1,0
191166,1,0
191250,1,0
191333,1,0
191416,1,0
191500,1,0
191583,1,0
191666,1,0
191750,1,0
191833,1,1
191916,1,1
192000,1,1
192083,1,1
192166,1,1
192250,1,1
192333,1,1
192416,1,1
192500,1,1
192583,1,1
192666,1,1
192750,1,1
192833,1,1
192916,1,1
193000,1,1
193083,1,1
193166,1,1
193250,1,1
193333,1,1
193416,1,1
193500,1,1
193583,1,1
193666,1,1
193750,1,1
193833,1,1
193916,1,1
194000,1,1
194083,1,1
194166,1,1
194250,1,1
194333,1,1
194416,1,1
194500,1,1
194583,1,1
194666,1,1
194750,1,1
194833,1,1
194916,1,1
195000,1,1
195083,1,1
195166,1,1
195250,1,1
195333,1,1
195416,1,1
195500,1,1
195583,1,1
195666,1,1
195750,1,1
195833,1,1
195916,1,1
196000,1,1
196083,1,1
196166,1,1
196250,1,1
196333,1,1
196416,1,1
196500,1,1
196583,1,1
196666,1,1
196750,1,0
196833,1,0
196916,1,0
197000,1,0
197083,1,0
197166,1,0
197250,1,0
197333,1,0
197416,1,0
197500,1,0
197583,1,0
197666,1,0
197750,1,0
197833,1,0
197916,1,0
198000,1,0
198083,1,0
198166,1,0
198250,1,0
198333,1,0
198416,1,0
198500,1,0
198583,1,0
198666,1,0
198750,1,0
198833,1,0
198916,1,0
199000,1,0
199083,1,0
199166,1,0
199250,1,0
199333,1,0
199416,1,0
199500,1,0
199583,1,0
199666,1,0
199750,1,0
199833,1,0
199916,1,0
200000,1,0
200083,1,0
200166,1,0
200250,1,0
200333,1,0
200416,1,0
200500,1,0
200583,1,0
200666,1,0
200750,1,0
200833,1,0
200916,1,0
201000,1,0
201083,1,0
201166,1,0
201250,1,0
201333,1,0
201416,1,0
201500,1,0
201583,1,0
201666,1,0
201750,1,0
201833,1,1
201916,1,1
202000,1,1
202083,1,1
202166,1,1
202250,1,1
202333,1,1
202416,1,1
202500,1,1
202583,1,1
202666,1,1
202750,1,1
202833,1,1
202916,1,1
203000,1,1
203083,1,1
203166,1,1
203250,1,1
203333,1,1
203416,1,1
203500,1,1
203583,1,1
203666,1,1
203750,1,1
203833,1,1
203916,1,1
204000,1,1
204083,1,1
204166,1,1
204250,1,1
204333,1,1
204416,1,1
204500,1,1
204583,1,1
204666,1,1
204750,1,1
204833,1,1
204916,1,1
205000,1,1
205083,1,1
205166,1,1
205250,1,1
205333,1,1
205416,1,1
205500,1,1
205583,1,1
205666,1,1
205750,1,1
205833,1,1
205916,1,1
206000,1,1
206083,1,1
206166,1,1
206250,1,1
206333,1,1
206416,1,1
206500,1,1
206583,1,1
206666,1,1
206750,1,0
206833,0,0
206916,0,0
207000,0,0
207083,0,0
207166,0,0
207250,0,0
207333,0,0
207416,0,0
207500,0,0
207583,0,0
207666,0,0
207750,0,0
207833,0,0
207916,0,0
208000,0,0
208083,0,0
208166,0,0
208250,0,0
208333,0,0
208416,0,0
208500,0,0
208583,0,0
208666,0,0
208750,0,0
208833,0,0
208916,0,0
209000,0,0
209083,0,0
209166,0,0
209250,0,0
209333,0,0
209416,0,0
209500,0,0
209583,0,0
209666,0,0
209750,0,0
209833,0,0
209916,0,0
210000,0,0
210083,0,0
210166,0,0
210250,0,0
210333,0,0
210416,0,0
210500,0,0
210583,0,0
210666,0,0
210750,0,0
210833,0,0
210916,0,0
211000,0,0
211083,0,0
211166,0,0
211250,0,0
211333,0,0
211416,0,0
211500,0,0
211583,0,0
211666,0,0
211750,0,0
211833,0,1
211916,0,1
212000,0,1
212083,0,1
212166,0,1
212250,0,1
212333,0,1
212416,0,1
212500,0,1
212583,0,1
212666,0,1
212750,0,1
212833,0,1
212916,0,1
213000,0,1
213083,0,1
213166,0,1
213250,0,1
213333,0,1
213416,0,1
213500,0,1
213583,0,1
213666,0,1
213750,0,1
213833,0,1
213916,0,1
214000,0,1
214083,0,1
214166,0,1
214250,0,1
214333,0,1
214416,0,1
214500,0,1
214583,0,1
214666,0,1
214750,0,1
214833,0,1
214916,0,1
215000,0,1
215083,0,1
215166,0,1
215250,0,1
215333,0,1
215416,0,1
215500,0,1
215583,0,1
215666,0,1
215750,0,1
215833,0,1
215916,0,1
216000,0,1
216083,0,1
216166,0,1
216250,0,1
216333,0,1
216416,0,1
216500,0,1
216583,0,1
216666,0,1
216750,0,0
216833,1,0
216916,1,0
217000,1,0
217083,1,0
217166,1,0
217250,1,0
217333,1,0
217416,1,0
217500,1,0
217583,1,0
217666,1,0
217750,1,0
217833,1,0
217916,1,0
218000,1,0
218083,1,0
218166,1,0
218250,1,0
218333,1,0
218416,1,0
218500,1,0
218583,1,0
218666,1,0
218750,1,0
218833,1,0
218916,1,0
219000,1,0
219083,1,0
219166,1,0
219250,1,0
219333,1,0
219416,1,0
219500,1,0
219583,1,0
219666,1,0
219750,1,0
219833,1,0
219916,1,0
220000,1,0
220083,1,0
220166,1,0
220250,1,0
220333,1,0
220416,1,0
220500,1,0
220583,1,0
220666,1,0
220750,1,0
220833,1,0
220916,1,0
221000,1,0
221083,1,0
221166,1,0
221250,1,0
221333,1,0
221416,1,0
221500,1,0
221583,1,0
221666,1,0
221750,1,0
221833,1,1
221916,1,1
222000,1,1
222083,1,1
222166,1,1
222250,1,1
222333,1,1
222416,1,1
222500,1,1
222583,1,1
222666,1,1
222750,1,1
222833,1,1
222916,1,1
223000,1,1
223083,1,1
223166,1,1
223250,1,1
223333,1,1
223416,1,1
223500,1,1
223583,1,1
223666,1,1
223750,1,1
223833,1,1
223916,1,1
224000,1,1
224083,1,1
224166,1,1
224250,1,1
224333,1,1
224416,1,1
224500,1,1
224583,1,1
224666,1,1
224750,1,1
224833,1,1
224916,1,1
225000,1,1
225083,1,1
225166,1,1
225250,1,1
225333,1,1
225416,1,1
225500,1,1
225583,1,1
225666,1,1
225750,1,1
225833,1,1
225916,1,1
226000,1,1
226083,1,1
226166,1,1
226250,1,1
226333,1,1
226416,1,1
226500,1,1
226583,1,1
226666,1,1
226750,1,1
226833,1,1
226916,0,1
227000,0,1
227083,0,1
227166,0,1
227250,0,1
227333,0,1
227416,0,1
227500,0,1
227583,0,1
227666,0,1
227750,0,1
227833,0,1
227916,0,1
228000,0,1
228083,0,1
228166,0,1
228250,0,1
228333,0,1
228416,0,1
228500,0,1
228583,0,1
228666,0,1
228750,0,1
228833,0,1
228916,0,1
229000,0,1
229083,0,1
229166,0,1
229250,0,1
229333,0,1
229416,0,1
229500,0,1
229583,0,1
229666,0,1
229750,0,1
229833,0,1
229916,0,1
230000,0,1
230083,0,1
230166,0,1
230250,0,1
230333,0,1
230416,0,1
230500,0,1
230583,0,1
230666,0,1
230750,0,1
230833,0,1
230916,0,1
231000,0,1
231083,0,1
231166,0,1
231250,0,1
231333,0,1
231416,0,1
231500,0,1
231583,0,1
231666,0,1
231750,0,0
231833,0,0
231916,0,0
232000,0,0
232083,0,0
232166,0,0
232250,0,0
232333,0,0
232416,0,0
232500,0,0
232583,0,0
232666,0,0
232750,0,0
232833,0,0
232916,0,0
233000,0,0
233083,0,0
233166,0,0
233250,0,0
233333,0,0
233416,0,0
233500,0,0
233583,0,0
233666,0,0
233750,0,0
233833,0,0
233916,0,0
234000,0,0
234083,0,0
234166,0,0
234250,0,0
234333,0,0
234416,0,0
234500,0,0
234583,0,0
234666,0,0
234750,0,0
234833,0,0
234916,0,0
235000,0,0
235083,0,0
235166,0,0
235250,0,0
235333,0,0
235416,0,0
235500,0,0
235583,0,0
235666,0,0
235750,0,0
235833,0,0
235916,0,0
236000,0,0
236083,0,0
236166,0,0
236250,0,0
236333,0,0
236416,0,0
236500,0,0
236583,0,0
236666,0,0
236750,0,0
236833,0,0
236916,0,0
237000,0,0
237083,0,0
237166,0,0
237250,0,0
237333,0,0
237416,0,0
237500,0,0
237583,0,0
237666,0,0
237750,0,0
237833,0,0
237916,0,0
238000,0,0
238083,0,0
238166,0,0
238250,0,0
238333,0,0
238416,0,0
238500,0,0
238583,0,0
238666,0,0
238750,0,0
238833,0,0
238916,0,0
239000,0,0
239083,0,0
239166,0,0
239250,0,0
239333,0,0
239416,0,0
239500,0,0
239583,0,0
239666,0,0
239750,0,0
239833,0,0
239916,0,0
240000,0,0
240083,0,0
240166,1,0
240250,1,0
240333,1,0
240416,1,0
240500,1,0
240583,1,0
240666,1,0
240750,1,0
240833,1,0
240916,1,0
241000,1,0
241083,1,0
241166,1,0
241250,1,0
241333,1,0
241416,1,0
241500,1,0
241583,1,0
241666,1,0
241750,1,0
241833,1,0
241916,1,0
242000,1,0
242083,1,0
242166,1,0
242250,1,0
242333,1,0
242416,1,0
242500,1,0
242583,1,0
242666,1,0
242750,1,0
242833,1,0
242916,1,0
243000,1,0
243083,1,0
243166,1,0
243250,1,0
243333,1,0
243416,1,0
243500,1,0
243583,1,0
243666,1,0
243750,1,0
243833,1,0
243916,1,0
244000,1,0
244083,1,0
244166,1,0
244250,1,0
244333,1,0
244416,1,0
244499,1,0
244583,1,0
244666,1,0
244750,1,0
244833,1,1
244916,1,1
245000,1,1
245083,1,1
245166,1,1
245250,1,1
245333,1,1
245416,1,1
245500,1,1
245583,1,1
245666,1,1
245749,1,1
245833,1,1
245916,1,1
246000,1,1
246083,1,1
246166,1,1
246250,1,1
246333,1,1
246416,1,1
246499,1,1
246583,1,1
246666,1,1
246750,1,1
246833,1,1
246916,1,1
247000,1,1
247083,1,1
247166,1,1
247250,1,1
247333,1,1
247416,1,1
247500,1,1
247583,1,1
247666,1,1
247749,1,1
247833,1,1
247916,1,1
248000,1,1
248083,1,1
248166,1,1
248250,1,1
248333,1,1
248416,1,1
248500,1,1
248583,1,1
248666,1,1
248750,1,1
248833,1,1
248916,1,1
248999,1,1
249083,1,1
249166,1,1
249250,1,1
249333,1,1
249416,1,1
249500,1,1
249583,1,1
249666,1,1
249750,1,0
249833,1,0
249916,1,0
250000,1,0
250083,1,0
250166,1,0
250249,1,0
250333,1,0
250416,1,0
250500,1,0
250583,1,0
250666,1,0
250750,1,0
250833,1,0
250916,1,0
250999,1,0
251083,1,0
251166,1,0
251250,1,0
251333,1,0
251416,1,0
251500,1,0
251583,1,0
251666,1,0
251750,1,0
251833,1,0
251916,1,0
252000,1,0
252083,1,0
252166,1,0
252249,1,0
252333,1,0
252416,1,0
252500,1,0
252583,1,0
252666,1,0
252750,1,0
252833,1,0
252916,1,0
253000,1,0
253083,1,0
253166,1,0
253250,1,0
253333,1,0
253416,1,0
253499,1,0
253583,1,0
253666,1,0
253750,1,0
253833,1,0
253916,1,0
254000,1,0
254083,1,0
254166,1,0
254249,1,0
254333,1,0
254416,1,0
254500,1,0
254583,1,0
254666,1,0
254749,1,0
254833,1,1
254916,1,1
255000,1,1
255083,1,1
255166,1,1
255250,1,1
255333,1,1
255416,1,1
255499,1,1
255583,1,1
255666,1,1
255750,1,1
255833,1,1
255916,1,1
256000,1,1
256083,1,1
256166,1,1
256250,1,1
256333,1,1
256416,1,1
256500,1,1
256583,1,1
256666,1,1
256749,1,1
256833,1,1
256916,1,1
257000,1,1
257083,1,1
257166,1,1
257250,1,1
257333,1,1
257416,1,1
257500,1,1
257583,1,1
257666,1,1
257750,1,1
257833,1,1
257916,1,1
257999,1,1
258083,1,1
258166,1,1
258250,1,1
258333,1,1
258416,1,1
258500,1,1
258583,1,1
258666,1,1
258749,1,1
258833,1,1
258916,1,1
259000,1,1
259083,1,1
259166,1,1
259250,1,1
259333,1,1
259416,1,1
259500,1,1
259583,1,1
259666,1,1
259750,1,0
259833,1,0
259916,1,0
259999,1,0
260083,0,0
260166,0,0
260250,0,0
260333,0,0
260416,0,0
260500,0,0
260583,0,0
260666,0,0
260750,0,0
260833,0,0
260916,0,0
261000,0,0
261083,0,0
261166,0,0
261249,0,0
261333,0,0
261416,0,0
261500,0,0
261583,0,0
261666,0,0
261750,0,0
261833,0,0
261916,0,0
262000,0,0
262083,0,0
262166,0,0
262250,0,0
262333,0,0
262416,0,0
262500,0,0
262583,0,0
262666,0,0
262750,0,0
262833,0,0
262916,0,0
263000,0,0
263083,0,0
263166,0,0
263250,0,0
263333,0,0
263416,0,0
263500,0,0
263583,0,0
263666,0,0
263750,0,0
263833,0,0
263916,0,0
264000,0,0
264083,0,0
264166,0,0
264250,0,0
264333,0,0
264416,0,0
264500,0,0
264583,0,0
264666,0,0
264750,0,0
264833,0,1
264916,0,1
265000,0,1
265083,0,1
265166,0,1
265250,0,1
265333,0,1
265416,0,1
265500,0,1
265583,0,1
265666,0,1
265750,0,1
265833,0,1
265916,0,1
266000,0,1
266083,0,1
266166,0,1
266250,0,1
266333,0,1
266416,0,1
266500,0,1
266583,0,1
266666,0,1
266750,0,1
266833,0,1
266916,0,1
267000,0,1
267083,0,1
267166,0,1
267250,0,1
267333,0,1
267416,0,1
267500,0,1
267583,0,1
267666,0,1
267750,0,1
267833,0,1
267916,0,1
268000,0,1
268083,0,1
268166,0,1
268250,0,1
268333,0,1
268416,0,1
268500,0,1
268583,0,1
268666,0,1
268750,0,1
268833,0,1
268916,0,1
269000,0,1
269083,0,1
269166,0,1
269250,0,1
269333,0,1
269416,0,1
269500,0,1
269583,0,1
269666,0,1
269750,0,0
269833,0,0
269916,0,0
270000,0,0
270083,0,0
270166,1,0
270250,1,0
270333,1,0
270416,1,0
270500,1,0
270583,1,0
270666,1,0
270750,1,0
270833,1,0
270916,1,0
271000,1,0
271083,1,0
271166,1,0
271250,1,0
271333,1,0
271416,1,0
271500,1,0
271583,1,0
271666,1,0
271750,1,0
271833,1,0
271916,1,0
272000,1,0
272083,1,0
272166,1,0
272250,1,0
272333,1,0
272416,1,0
272500,1,0
272583,1,0
272666,1,0
272750,1,0
272833,1,0
272916,1,0
273000,1,0
273083,1,0
273166,1,0
273250,1,0
273333,1,0
273416,1,0
273500,1,0
273583,1,0
273666,1,0
273750,1,0
273833,1,0
273916,1,0
274000,1,0
274083,1,0
274166,1,0
274250,1,0
274333,1,0
274416,1,0
274500,1,0
274583,1,0
274666,1,0
274750,1,1
274833,1,1
274916,1,1
275000,1,1
275083,1,1
275166,1,1
275250,1,1
275333,1,1
275416,1,1
275500,1,1
275583,1,1
275666,1,1
275750,1,1
275833,1,1
275916,1,1
276000,1,1
276083,1,1
276166,1,1
276250,1,1
276333,1,1
276416,1,1
276500,1,1
276583,1,1
276666,1,1
276750,1,1
276833,1,1
276916,1,1
277000,1,1
277083,1,1
277166,1,1
277250,1,1
277333,1,1
277416,1,1
277500,1,1
277583,1,1
277666,1,1
277750,1,1
277833,1,1
277916,1,1
278000,1,1
278083,1,1
278166,1,1
278250,1,1
278333,1,1
278416,1,1
278500,1,1
278583,1,1
278666,1,1
278750,1,1
278833,1,1
278916,1,1
279000,1,1
279083,1,1
279166,1,1
279250,1,1
279333,1,1
279416,1,1
279500,1,1
279583,1,1
279666,1,1
279750,1,0
279833,1,0
279916,1,0
280000,1,0
280083,0,0
280166,0,0
280250,0,0
280333,0,0
280416,0,0
280500,0,0
280583,0,0
280666,0,0
280750,0,0
280833,0,0
280916,0,0
281000,0,0
281083,0,0
281166,0,0
281250,0,0
281333,0,0
281416,0,0
281500,0,0
281583,0,0
281666,0,0
281750,0,0
281833,0,0
281916,0,0
282000,0,0
282083,0,0
282166,0,0
282250,0,0
282333,0,0
282416,0,0
282500,0,0
282583,0,0
282666,0,0
282750,0,0
282833,0,0
282916,0,0
283000,0,0
283083,0,0
283166,0,0
283250,0,0
283333,0,0
283416,0,0
283500,0,0
283583,0,0
283666,0,0
283750,0,0
283833,0,0
283916,0,0
284000,0,0
284083,0,0
284166,0,0
284250,0,0
284333,0,0
284416,0,0
284500,0,0
284583,0,0
284666,0,0
284750,0,1
284833,0,1
284916,0,1
285000,0,1
285083,0,1
285166,0,1
285250,0,1
285333,0,1
285416,0,1
285500,0,1
285583,0,1
285666,0,1
285750,0,1
285833,0,1
285916,0,1
286000,0,1
286083,0,1
286166,0,1
286250,0,1
286333,0,1
286416,0,1
286500,0,1
286583,0,1
286666,0,1
286750,0,1
286833,0,1
286916,0,1
287000,0,1
287083,0,1
287166,0,1
287250,0,1
287333,0,1
287416,0,1
287500,0,1
287583,0,1
287666,0,1
287750,0,1
287833,0,1
287916,0,1
288000,0,1
288083,0,1
288166,0,1
288250,0,1
288333,0,1
288416,0,1
288500,0,1
288583,0,1
288666,0,1
288750,0,1
288833,0,1
288916,0,1
289000,0,1
289083,0,1
289166,0,1
289250,0,1
289333,0,1
289416,0,1
289500,0,1
289583,0,1
289666,0,1
289750,0,0
289833,0,0
289916,0,0
290000,0,0
290083,0,0
290166,0,0
290250,0,0
290333,0,0
290416,0,0
290500,0,0
290583,0,0
290666,0,0
290750,0,0
290833,0,0
290916,0,0
291000,0,0
291083,0,0
291166,0,0
291250,0,0
291333,0,0
291416,0,0
291500,0,0
291583,0,0
291666,0,0
291750,0,0
291833,0,0
291916,0,0
292000,0,0
292083,0,0
292166,0,0
292250,0,0
292333,0,0
292416,0,0
292500,0,0
292583,0,0
292666,0,0
292750,0,0
292833,0,0
292916,0,0
293000,0,0
293083,0,0
293166,0,0
293250,0,0
293333,0,0
293416,0,0
293500,0,0
293583,0,0
293666,0,0
293750,0,0
293833,0,0
293916,0,0
294000,0,0
294083,0,0
294166,0,0
294250,0,0
294333,0,0
294416,0,0
294500,0,0
294583,0,0
294666,0,0
294750,0,1
294833,0,1
294916,0,1
295000,0,1
295083,0,1
295166,0,1
295250,0,1
295333,0,1
295416,0,1
295500,0,1
295583,0,1
295666,0,1
295750,0,1
295833,0,1
295916,0,1
296000,0,1
296083,0,1
296166,0,1
296250,0,1
296333,0,1
296416,0,1
296500,0,1
296583,0,1
296666,0,1
296750,0,1
296833,0,1
296916,0,1
297000,0,1
297083,0,1
297166,0,1
297250,0,1
297333,0,1
297416,0,1
297500,0,1
297583,0,1
297666,0,1
297750,0,1
297833,0,1
297916,0,1
298000,0,1
298083,0,1
298166,0,1
298250,0,1
298333,0,1
298416,0,1
298500,0,1
298583,0,1
298666,0,1
298750,0,1
298833,0,1
298916,0,1
299000,0,1
299083,0,1
299166,0,1
299250,0,1
299333,0,1
299416,0,1
299500,0,1
299583,0,1
299666,0,0
299750,0,0
299833,0,0
299916,0,0
300000,0,0
300083,0,0
300166,0,0
300250,0,0
300333,0,0
300416,0,0
300500,0,0
300583,0,0
300666,0,0
300750,0,0
300833,0,0
300916,0,0
301000,0,0
301083,0,0
301166,0,0
301250,0,0
301333,0,0
301416,0,0
301500,0,0
301583,0,0
301666,0,0
301750,0,0
301833,0,0
301916,0,0
302000,0,0
302083,0,0
302166,0,0
302250,0,0
302333,0,0
302416,0,0
302500,0,0
302583,0,0
302666,0,0
302750,0,0
302833,0,0
302916,0,0
303000,0,0
303083,0,0
303166,0,0
303250,0,0
303333,0,0
303416,0,0
303500,0,0
303583,0,0
303666,0,0
303750,0,0
303833,0,0
303916,0,0
304000,0,0
304083,0,0
304166,0,0
304250,0,0
304333,0,0
304416,0,0
304500,0,0
304583,0,0
304666,0,0
304750,0,1
304833,0,1
304916,0,1
305000,0,1
305083,0,1
305166,0,1
305250,0,1
305333,0,1
305416,0,1
305500,0,1
305583,0,1
305666,0,1
305750,0,1
305833,0,1
305916,0,1
306000,0,1
306083,0,1
306166,0,1
306250,0,1
306333,0,1
306416,0,1
306500,0,1
306583,0,1
306666,0,1
306750,0,1
306833,0,1
306916,0,1
307000,0,1
307083,0,1
307166,0,1
307250,0,1
307333,0,1
307416,0,1
307500,0,1
307583,0,1
307666,0,1
307750,0,1
307833,0,1
307916,0,1
308000,0,1
308083,0,1
308166,0,1
308250,0,1
308333,0,1
308416,0,1
308500,0,1
308583,0,1
308666,0,1
308750,0,1
308833,0,1
308916,0,1
309000,0,1
309083,0,1
309166,0,1
309250,0,1
309333,0,1
309416,0,1
309500,0,1
309583,0,1
309666,0,0
309750,0,0
309833,0,0
309916,0,0
310000,0,0
310083,0,0
310166,1,0
310250,1,0
310333,1,0
310416,1,0
310500,1,0
310583,1,0
310666,1,0
310750,1,0
310833,1,0
310916,1,0
311000,1,0
311083,1,0
311166,1,0
311250,1,0
311333,1,0
311416,1,0
311500,1,0
311583,1,0
311666,1,0
311750,1,0
311833,1,0
311916,1,0
312000,1,0
312083,1,0
312166,1,0
312250,1,0
312333,1,0
312416,1,0
312500,1,0
312583,1,0
312666,1,0
312750,1,0
312833,1,0
312916,1,0
313000,1,0
313083,1,0
313166,1,0
313250,1,0
313333,1,0
313416,1,0
313500,1,0
313583,1,0
313666,1,0
313750,1,0
313833,1,0
313916,1,0
314000,1,0
314083,1,0
314166,1,0
314250,1,0
314333,1,0
314416,1,0
314500,1,0
314583,1,0
314666,1,0
314750,1,1
314833,1,1
314916,1,1
315000,1,1
315083,1,1
315166,1,1
315250,1,1
315333,1,1
315416,1,1
315500,1,1
315583,1,1
315666,1,1
315750,1,1
315833,1,1
315916,1,1
316000,1,1
316083,1,1
316166,1,1
316250,1,1
316333,1,1
316416,1,1
316500,1,1
316583,1,1
316666,1,1
316750,1,1
316833,1,1
316916,1,1
317000,1,1
317083,1,1
317166,1,1
317250,1,1
317333,1,1
317416,1,1
317500,1,1
317583,1,1
317666,1,1
317750,1,1
317833,1,1
317916,1,1
318000,1,1
318083,1,1
318166,1,1
318250,1,1
318333,1,1
318416,1,1
318500,1,1
318583,1,1
318666,1,1
318750,1,1
318833,1,1
318916,1,1
319000,1,1
319083,1,1
319166,1,1
319250,1,1
319333,1,1
319416,1,1
319500,1,1
319583,1,1
319666,1,0
319750,0,0
319833,0,0
319916,0,0
320000,0,0
320083,0,0
320166,0,0
320250,0,0
320333,0,0
320416,0,0
320500,0,0
320583,0,0
320666,0,0
320750,0,0
320833,0,0
320916,0,0
321000,0,0
321083,0,0
321166,0,0
321250,0,0
321333,0,0
321416,0,0
321500,0,0
321583,0,0
321666,0,0
321750,0,0
321833,0,0
321916,0,0
322000,0,0
322083,0,0
322166,0,0
322250,0,0
322333,0,0
322416,0,0
322500,0,0
322583,0,0
322666,0,0
322750,0,0
322833,0,0
322916,0,0
323000,0,0
323083,0,0
323166,0,0
323250,0,0
323333,0,0
323416,0,0
323500,0,0
323583,0,0
323666,0,0
323750,0,0
323833,0,0
323916,0,0
324000,0,0
324083,0,0
324166,0,0
324250,0,0
324333,0,0
324416,0,0
324500,0,0
324583,0,0
324666,0,0
324750,0,1
324833,0,1
324916,0,1
325000,0,1
325083,0,1
325166,0,1
325250,0,1
325333,0,1
325416,0,1
325500,0,1
325583,0,1
325666,0,1
325750,0,1
325833,0,1
325916,0,1
326000,0,1
326083,0,1
326166,0,1
326250,0,1
326333,0,1
326416,0,1
326500,0,1
326583,0,1
326666,0,1
326750,0,1
326833,0,1
326916,0,1
327000,0,1
327083,0,1
327166,0,1
327250,0,1
327333,0,1
327416,0,1
327500,0,1
327583,0,1
327666,0,1
327750,0,1
327833,0,1
327916,0,1
328000,0,1
328083,0,1
328166,0,1
328250,0,1
328333,0,1
328416,0,1
328500,0,1
328583,0,1
328666,0,1
328750,0,1
328833,0,1
328916,0,1
329000,0,1
329083,0,1
329166,0,1
329250,0,1
329333,0,1
329416,0,1
329500,0,1
329583,0,1
329666,0,0
329750,1,0
329833,1,0
329916,1,0
330000,1,0
330083,1,0
330166,1,0
330250,1,0
330333,1,0
330416,1,0
330500,1,0
330583,1,0
330666,1,0
330750,1,0
330833,1,0
330916,1,0
331000,1,0
331083,1,0
331166,1,0
331250,1,0
331333,1,0
331416,1,0
331500,1,0
331583,1,0
331666,1,0
331750,1,0
331833,1,0
331916,1,0
332000,1,0
332083,1,0
332166,1,0
332250,1,0
332333,1,0
332416,1,0
332500,1,0
332583,1,0
332666,1,0
332750,1,0
332833,1,0
